state_name,district_name,crop_year,season,crop,temperature,precipitation,humidity,area,production
Maharashtra,RATNAGIRI,2003,Kharif,Rice,27.884,89.817,84,79200,238500
Maharashtra,RATNAGIRI,2003,Kharif,Rice,26.488,334.797,64,200,600
Maharashtra,RATNAGIRI,2004,Kharif,Rice,26.321,270.123,56,79100,186500
Maharashtra,RATNAGIRI,2004,Kharif,Rice,27.099,176.332,75,200,700
Maharashtra,RATNAGIRI,2005,Kharif,Rice,26.059,676.749,47,77000,194600
Maharashtra,RATNAGIRI,2005,Kharif,Rice,26.288,362.812,48,200,600
Maharashtra,RATNAGIRI,2006,Kharif,Rice,26.337,533.661,65,77900,210900
Maharashtra,RATNAGIRI,2006,Kharif,Rice,26.584,537.357,47,100,300
Maharashtra,RATNAGIRI,2007,Kharif,Rice,27.351,304.819,60,767,1965
Maharashtra,RATNAGIRI,2008,Kharif,Rice,27.54,539.482,53,77400,201000
Maharashtra,RATNAGIRI,2009,Kharif,Rice,26.02,630.769,56,77300,202700
Maharashtra,RATNAGIRI,2010,Kharif,Rice,28.56,541.375,72,78000,223100
Maharashtra,RATNAGIRI,2011,Kharif,Rice,26.879,679.109,47,77400,226100
Maharashtra,RATNAGIRI,2011,Kharif,Rice,26.359,458.988,81,100,300
Maharashtra,RATNAGIRI,2012,Kharif,Rice,27.45,558.734,75,73800,214800
Maharashtra,RATNAGIRI,2012,Kharif,Rice,26.057,287.551,80,100,200
Maharashtra,RATNAGIRI,2013,Kharif,Rice,26.373,370.646,56,72100,213200
Maharashtra,RATNAGIRI,2014,Kharif,Rice,26.118,291.388,78,72500,220500
Maharashtra,SANGLI,1997,Kharif,Rice,26.648,75.62,72,15700,32400
Maharashtra,SANGLI,1998,Kharif,Rice,27.351,118.319,56,16300,51500
Maharashtra,SANGLI,1999,Kharif,Rice,27.292,85.043,54,17900,47200
Maharashtra,SANGLI,2000,Kharif,Rice,28.035,83.613,72,18600,40400
Maharashtra,SANGLI,2001,Kharif,Rice,26.835,229.662,65,17700,47200
Maharashtra,SANGLI,2002,Kharif,Rice,26.741,221.121,46,18500,28400
Maharashtra,SANGLI,2003,Kharif,Rice,26.455,140.024,77,15600,39500
Maharashtra,SANGLI,2004,Kharif,Rice,26.529,127.041,79,17700,44200
Maharashtra,SANGLI,2005,Kharif,Rice,27.993,84.288,73,18100,39500
Maharashtra,SANGLI,2006,Kharif,Rice,28.146,140.89,78,18100,28900
Maharashtra,SANGLI,2007,Kharif,Rice,26.702,162.943,59,187,436
Maharashtra,SANGLI,2008,Kharif,Rice,29.1,168.604,57,18700,38700
Maharashtra,SANGLI,2009,Kharif,Rice,27.8,161.524,68,18700,35100
Maharashtra,SANGLI,2010,Kharif,Rice,27.332,133.706,61,20200,53900
Maharashtra,SANGLI,2011,Kharif,Rice,28.134,173.179,60,18100,33700
Maharashtra,SANGLI,2012,Kharif,Rice,27,104.596,74,17500,33700
Maharashtra,SANGLI,2013,Kharif,Rice,26.707,94.283,58,14500,25500
Maharashtra,SANGLI,2014,Kharif,Rice,26.808,60.38,70,15500,31400
Maharashtra,SATARA,1997,Kharif,Rice,27.602,37.87,46,41100,64300
Maharashtra,SATARA,1998,Kharif,Rice,26.584,164.42,72,41500,100200
Maharashtra,SATARA,1999,Kharif,Rice,26.745,191.302,68,44000,71100
Maharashtra,SATARA,2000,Kharif,Rice,27.535,72.513,81,43900,51300
Maharashtra,SATARA,2001,Kharif,Rice,27.25,290.203,45,44600,77200
Maharashtra,SATARA,2002,Kharif,Rice,26.598,174.163,64,45400,71200
Maharashtra,SATARA,2003,Kharif,Rice,26.159,161.734,73,44200,73400
Maharashtra,SATARA,2004,Kharif,Rice,26.451,137.657,58,44100,72900
Maharashtra,SATARA,2005,Kharif,Rice,27.868,75.838,52,43600,73400
Maharashtra,SATARA,2006,Kharif,Rice,26.976,171.78,50,45000,93300
Maharashtra,SATARA,2007,Kharif,Rice,26.4,153.688,49,496,1024
Maharashtra,SATARA,2008,Kharif,Rice,29.208,246.88,66,49700,109300
Maharashtra,SATARA,2009,Kharif,Rice,27.363,176.259,51,50600,76900
Maharashtra,SATARA,2010,Kharif,Rice,27,125.308,52,50800,82200
Maharashtra,SATARA,2011,Kharif,Rice,27.856,160.994,80,50500,83000
Maharashtra,SATARA,2012,Kharif,Rice,26.475,125.953,49,51000,70000
Maharashtra,SATARA,2013,Kharif,Rice,28.655,131.395,59,50400,75600
Maharashtra,SATARA,2014,Kharif,Rice,26.665,49.307,50,52900,94700
Maharashtra,SINDHUDURG,1997,Kharif,Rice,27.242,35.75,46,75300,196900
Maharashtra,SINDHUDURG,1997,Kharif,Rice,25.127,325.191,47,46,82
Maharashtra,SINDHUDURG,1998,Kharif,Rice,25.332,202.57,69,75600,208200
Maharashtra,SINDHUDURG,1998,Kharif,Rice,26.105,172.864,68,4500,10100
Maharashtra,SINDHUDURG,1999,Kharif,Rice,26.019,740.613,57,75400,172400
Maharashtra,SINDHUDURG,1999,Kharif,Rice,25.328,484.451,60,4500,8900
Maharashtra,SINDHUDURG,2000,Kharif,Rice,24.794,583.557,66,75400,187300
Maharashtra,SINDHUDURG,2000,Kharif,Rice,25.1,479.719,75,4400,10200
Maharashtra,SINDHUDURG,2001,Kharif,Rice,26.308,321.551,45,74300,189400
Maharashtra,SINDHUDURG,2001,Kharif,Rice,25.365,450.088,50,4300,8000
Maharashtra,SINDHUDURG,2002,Kharif,Rice,24.497,707.986,77,74500,163300
Maharashtra,SINDHUDURG,2002,Kharif,Rice,26.87,501.461,72,4400,9000
Maharashtra,SINDHUDURG,2003,Kharif,Rice,26,558.586,54,74700,236900
Maharashtra,SINDHUDURG,2003,Kharif,Rice,25.798,422.913,77,4300,8500
Maharashtra,SINDHUDURG,2004,Kharif,Rice,26.024,590.663,74,74500,210800
Maharashtra,SINDHUDURG,2004,Kharif,Rice,25.139,277.137,47,4300,8500
Maharashtra,SINDHUDURG,2005,Kharif,Rice,25.417,265.417,58,74500,215400
Maharashtra,SINDHUDURG,2005,Kharif,Rice,25.351,279.547,46,4200,8800
Maharashtra,SINDHUDURG,2006,Kharif,Rice,25.859,84.936,80,74700,220400
Maharashtra,SINDHUDURG,2006,Kharif,Rice,24.986,276.782,64,4100,8800
Maharashtra,SINDHUDURG,2007,Kharif,Rice,25.657,200.538,53,749,2051
Maharashtra,SINDHUDURG,2008,Kharif,Rice,25.96,201.034,56,74400,208000
Maharashtra,SINDHUDURG,2009,Kharif,Rice,25.65,589.981,55,74600,196200
Maharashtra,SINDHUDURG,2010,Kharif,Rice,25,483.664,61,73900,197000
Maharashtra,SINDHUDURG,2011,Kharif,Rice,24.73,397.849,74,74200,202500
Maharashtra,SINDHUDURG,2011,Kharif,Rice,25.084,441.796,48,3800,8600
Maharashtra,SINDHUDURG,2012,Kharif,Rice,25.939,281.253,73,74200,207000
Maharashtra,SINDHUDURG,2012,Kharif,Rice,25.56,445.325,81,2600,6200
Maharashtra,SINDHUDURG,2013,Kharif,Rice,25.23,645.472,51,74200,232800
Maharashtra,SINDHUDURG,2013,Kharif,Rice,26.309,389.618,66,2600,5600
Maharashtra,SINDHUDURG,2014,Kharif,Rice,25.39,402.288,63,67400,222400
Maharashtra,SINDHUDURG,2014,Kharif,Rice,25.556,374.722,78,2600,5400
Maharashtra,SOLAPUR,1997,Kharif,Rice,25.94,448.806,51,2100,2300
Maharashtra,SOLAPUR,1998,Kharif,Rice,25.019,343.148,58,2900,3300
Maharashtra,SOLAPUR,1999,Kharif,Rice,25.254,290.853,80,3200,4200
Maharashtra,SOLAPUR,2000,Kharif,Rice,24.784,218.49,72,3000,3400
Maharashtra,SOLAPUR,2001,Kharif,Rice,25.604,93.782,64,600,800
Maharashtra,SOLAPUR,2002,Kharif,Rice,25.277,388.808,74,500,300
Maharashtra,SOLAPUR,2003,Kharif,Rice,25.778,247.278,74,200,100
Maharashtra,SOLAPUR,2004,Kharif,Rice,26.303,243.868,81,400,100
Maharashtra,SOLAPUR,2005,Kharif,Rice,26.301,877.458,54,100,100
Maharashtra,SOLAPUR,2006,Kharif,Rice,25.158,632.256,69,400,100
Maharashtra,SOLAPUR,2007,Kharif,Rice,25.196,653.821,65,3,3
Maharashtra,SOLAPUR,2008,Kharif,Rice,26.357,620.045,55,100,10
Maharashtra,SOLAPUR,2009,Kharif,Rice,25.612,409.419,56,100,14
Maharashtra,SOLAPUR,2010,Kharif,Rice,25.387,596.198,57,700,200
Maharashtra,SOLAPUR,2011,Kharif,Rice,26.497,929.844,69,700,200
Maharashtra,SOLAPUR,2012,Kharif,Rice,25.583,575.011,45,400,100
Maharashtra,SOLAPUR,2013,Kharif,Rice,26,618.306,63,400,100
Maharashtra,SOLAPUR,2014,Kharif,Rice,26.45,526.592,52,400,100
Maharashtra,THANE,1997,Kharif,Rice,26.17,687.987,53,146700,343300
Maharashtra,THANE,1997,Kharif,Rice,25.369,420.89,79,29,86
Maharashtra,THANE,1998,Kharif,Rice,25.666,369.293,61,139500,266400
Maharashtra,THANE,1998,Kharif,Rice,25.5,341.33,57,2600,6400
Maharashtra,THANE,1999,Kharif,Rice,26.3,118.729,52,139200,295500
Maharashtra,THANE,1999,Kharif,Rice,26.1,138.655,54,2600,6500
Maharashtra,THANE,2000,Kharif,Rice,26.336,89.505,73,139300,170200
Maharashtra,THANE,2000,Kharif,Rice,26.72,102.257,52,2400,5100
Maharashtra,THANE,2001,Kharif,Rice,26.265,282.565,73,138600,340000
Maharashtra,THANE,2001,Kharif,Rice,25.455,268.351,46,2400,5100
Maharashtra,THANE,2002,Kharif,Rice,25.379,182.938,68,138000,153800
Maharashtra,THANE,2002,Kharif,Rice,25.707,175.443,56,2400,6000
Maharashtra,THANE,2003,Kharif,Rice,26.901,117.091,69,138500,391600
Maharashtra,THANE,2003,Kharif,Rice,26.129,184.103,63,2400,5900
Maharashtra,THANE,2004,Kharif,Rice,25.98,241.547,58,138600,328800
Maharashtra,THANE,2004,Kharif,Rice,27.482,195.699,70,2400,6600
Maharashtra,THANE,2005,Kharif,Rice,26.544,200.705,76,137000,304700
Maharashtra,THANE,2005,Kharif,Rice,26.451,173.078,82,2500,5900
Maharashtra,THANE,2006,Kharif,Rice,26.74,221.741,61,137600,252200
Maharashtra,THANE,2006,Kharif,Rice,27.56,137.107,69,2600,5200
Maharashtra,THANE,2007,Kharif,Rice,25.81,118.913,62,1381,3033
Maharashtra,THANE,2008,Kharif,Rice,26,87.832,69,138000,297300
Maharashtra,THANE,2009,Kharif,Rice,26.533,46.604,59,136000,285000
Maharashtra,THANE,2010,Kharif,Rice,28.64,345.896,90,136000,275300
Maharashtra,THANE,2011,Kharif,Rice,29.92,323.602,93,137500,337200
Maharashtra,THANE,2011,Kharif,Rice,28.145,177.36,88,2900,6800
Maharashtra,THANE,2012,Kharif,Rice,26.95,368.212,59,137500,356800
Maharashtra,THANE,2012,Kharif,Rice,26.861,227.526,62,2100,6100
Maharashtra,THANE,2013,Kharif,Rice,28.592,270.166,32,137500,328000
Maharashtra,THANE,2013,Kharif,Rice,27.501,292.159,46,2100,6000
Maharashtra,THANE,2014,Kharif,Rice,27,155.446,36,55200,132900
Maharashtra,THANE,2014,Kharif,Rice,26.511,354.676,52,2800,7500
Maharashtra,WARDHA,1997,Kharif,Rice,27.05,437.931,32,800,400
Maharashtra,WARDHA,1998,Kharif,Rice,28.371,422.738,48,500,500
Maharashtra,WARDHA,1999,Kharif,Rice,27.217,271.328,48,500,300
Maharashtra,WARDHA,2000,Kharif,Rice,26.23,206.47,48,600,300
Maharashtra,WARDHA,2001,Kharif,Rice,29,211.155,58,500,300
Maharashtra,WARDHA,2002,Kharif,Rice,28.193,244.518,48,500,300
Maharashtra,WARDHA,2003,Kharif,Rice,27.021,334.043,57,300,200
Maharashtra,WARDHA,2004,Kharif,Rice,28.585,161.208,70,200,200
Maharashtra,WARDHA,2005,Kharif,Rice,26.298,89.047,73,200,200
Maharashtra,WARDHA,2006,Kharif,Rice,27.508,236.928,49,100,100
Maharashtra,WARDHA,2007,Kharif,Rice,28.1,339.638,60,1,1
Maharashtra,WASHIM,1999,Kharif,Rice,27.781,67.245,68,1900,1200
Maharashtra,WASHIM,2000,Kharif,Rice,28.86,386.424,74,2000,800
Maharashtra,WASHIM,2001,Kharif,Rice,27.769,125.888,77,1300,1300
Maharashtra,WASHIM,2002,Kharif,Rice,27.153,205.589,74,1100,700
Maharashtra,WASHIM,2003,Kharif,Rice,27,168.906,74,900,300
Maharashtra,WASHIM,2004,Kharif,Rice,27.303,74.632,50,500,200
Maharashtra,WASHIM,2005,Kharif,Rice,28.779,229.667,75,300,100
Maharashtra,WASHIM,2006,Kharif,Rice,27.525,167.266,58,200,100
Maharashtra,WASHIM,2007,Kharif,Rice,26,365.835,58,1,1
Maharashtra,WASHIM,2008,Kharif,Rice,29.21,213.066,78,100,100
Maharashtra,WASHIM,2009,Kharif,Rice,28.388,129.474,49,100,200
Maharashtra,WASHIM,2011,Kharif,Rice,28.1,158.978,46,200,200
Maharashtra,YAVATMAL,1997,Kharif,Rice,28.58,165.584,65,6700,3800
Maharashtra,YAVATMAL,1998,Kharif,Rice,27.69,194.276,58,5400,4000
Maharashtra,YAVATMAL,1999,Kharif,Rice,27.502,45.148,57,5300,4600
Maharashtra,YAVATMAL,2000,Kharif,Rice,27.54,36.801,79,5200,4300
Maharashtra,YAVATMAL,2001,Kharif,Rice,28.131,250,53,4800,4800
Maharashtra,YAVATMAL,2002,Kharif,Rice,23.343,42.3484,84,3700,2400
Maharashtra,YAVATMAL,2003,Kharif,Rice,23.1044,8.7838,70,3300,2000
Maharashtra,YAVATMAL,2004,Kharif,Rice,22.8118,39.5078,35,2400,800
Maharashtra,YAVATMAL,2005,Kharif,Rice,23.2746,9.2558,33,1800,900
Maharashtra,YAVATMAL,2006,Kharif,Rice,23.5674,4.0668,29,600,300
Maharashtra,YAVATMAL,2007,Kharif,Rice,23.5598,28.5188,85,6,4
Maharashtra,YAVATMAL,2008,Kharif,Rice,23.7654,3.5496,87,500,200
Maharashtra,YAVATMAL,2009,Kharif,Rice,23.456,8.3676,20,200,300
Maharashtra,YAVATMAL,2011,Kharif,Rice,22.8787,46.7888,36,100,100
Maharashtra,YAVATMAL,2012,Kharif,Rice,22.7811,20.8014,43,100,40
Maharashtra,YAVATMAL,2013,Kharif,Rice,23.111,14.398,54,100,200
